date,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,OT
2010/4/13 15:00,0.238,245.3,1.8,0,2,1,0.414
2010/4/13 16:00,0.09,246.1,1.8,1,1,1,0.466
2010/4/13 17:00,0.064,243.03,1.8,1,0,1,0.468
2010/4/13 18:00,0.09,242.79,1.8,0,0,0,0.44
2010/4/13 19:00,0,241.98,2.8,0,0,0,0.67
2010/4/13 20:00,0.048,240.82,5.4,0,0,18,1.312
2010/4/13 21:00,0.3,239.12,6.4,0,1,18,1.544
2010/4/13 22:00,0.096,241.34,3.6,0,1,0,0.866
2010/4/13 23:00,0.074,244.32,1.4,0,1,0,0.35
2010/4/14 0:00,0.098,244.33,1.4,0,0,1,0.354
2010/4/14 1:00,0.066,241.73,1.2,0,0,1,0.312
2010/4/14 2:00,0,240.27,1,0,0,0,0.234
2010/4/14 3:00,0.096,240.65,1.4,0,0,1,0.334
2010/4/14 4:00,0.088,242.14,1.2,0,1,1,0.312
2010/4/14 5:00,0.068,239.03,5.8,0,1,19,1.39
2010/4/14 6:00,0.096,240.16,1.4,0,0,1,0.336
2010/4/14 7:00,0.176,242.26,12,0,0,29,2.856
2010/4/14 8:00,0.066,240.36,7.2,0,0,20,1.764
2010/4/14 9:00,0,240.59,5.8,0,0,19,1.414
2010/4/14 10:00,0.22,243.87,6.4,0,1,18,1.566
2010/4/14 11:00,0.078,243.22,5.8,0,1,19,1.454
2010/4/14 12:00,0.234,244.58,2,0,1,0,0.472
2010/4/14 13:00,0,244.55,1.6,0,0,0,0.418
2010/4/14 14:00,0.132,242.8,9.2,0,27,1,2.176
2010/4/14 15:00,0.278,241.66,13,0,43,1,3.148
2010/4/14 16:00,0.092,243.04,1.2,0,2,1,0.306
2010/4/14 17:00,0.192,241.5,1.6,0,2,1,0.37
2010/4/14 18:00,0.216,240.14,1.8,0,1,1,0.392
2010/4/14 19:00,0,242.05,1,0,0,1,0.242
2010/4/14 20:00,0.328,240.96,8,0,0,19,1.92
2010/4/14 21:00,0.076,235.36,15.6,37,0,1,3.668
2010/4/14 22:00,0,238.05,4.8,1,0,1,1.162
2010/4/14 23:00,0.138,244.39,2.2,0,1,1,0.5
2010/4/15 0:00,0.244,242.12,2,0,1,1,0.416
2010/4/15 1:00,0.08,240.79,1.2,0,1,0,0.3
2010/4/15 2:00,0.098,242.34,1.4,0,0,0,0.33
2010/4/15 3:00,0.054,238.1,5.2,0,0,18,1.276
2010/4/15 4:00,0.092,240.45,1.4,0,0,1,0.334
2010/4/15 5:00,0.06,239.67,1.2,0,0,1,0.302
2010/4/15 6:00,0.08,240.53,1.2,0,1,0,0.31
2010/4/15 7:00,0.26,240.88,9.4,0,1,19,2.27
2010/4/15 8:00,0.174,241.78,7.4,0,1,19,1.806
2010/4/15 9:00,0.08,238.98,5.8,0,0,18,1.38
2010/4/15 10:00,0.048,238.94,5.2,0,0,18,1.282
2010/4/15 11:00,0.16,238.41,7.2,0,0,24,1.68
2010/4/15 12:00,0,242.08,5.4,0,0,19,1.316
2010/4/15 13:00,0,239.78,6.2,0,0,18,1.498
2010/4/15 14:00,0.202,240.63,7.4,0,1,18,1.81
2010/4/15 15:00,0.076,241.43,5.6,0,1,18,1.374
2010/4/15 16:00,0.09,241.98,5.8,0,0,18,1.414
2010/4/15 17:00,0.08,245.97,1.2,0,0,1,0.314
2010/4/15 18:00,0.174,238.22,13.2,37,0,1,3.152
2010/4/15 19:00,0.064,240.81,1.8,0,0,0,0.416
2010/4/15 20:00,0.26,239.51,8,8,0,1,1.758
2010/4/15 21:00,0.15,237.33,18.6,37,1,18,4.432
2010/4/15 22:00,0.144,239.29,9.4,0,2,0,2.242
2010/4/15 23:00,0.162,243.32,7.2,0,0,18,1.768
2010/4/16 0:00,0.104,243.81,1.8,0,0,0,0.458
2010/4/16 1:00,0.048,245.51,1.2,0,0,0,0.274
2010/4/16 2:00,0.188,244.56,1.8,0,2,1,0.412
2010/4/16 3:00,0.214,243.46,1.8,0,1,1,0.424
2010/4/16 4:00,0.198,242.59,1.8,0,1,1,0.406
2010/4/16 5:00,0,242.92,1.4,0,0,1,0.314
2010/4/16 6:00,0.046,242.54,1,0,0,0,0.258
2010/4/16 7:00,0.062,241.02,8.2,0,0,18,1.966
2010/4/16 8:00,0.192,238.95,7.8,1,1,18,1.884
2010/4/16 9:00,0.062,240.23,7.4,1,1,19,1.804
2010/4/16 10:00,0,239.78,5.8,0,0,18,1.386
2010/4/16 11:00,0.086,241.83,1.4,0,0,1,0.35
2010/4/16 12:00,0.082,241.93,2.6,0,0,1,0.634
2010/4/16 13:00,0.122,240.93,7.4,0,0,18,1.8
2010/4/16 14:00,0.076,243.91,1.4,0,1,1,0.338
2010/4/16 15:00,0.306,242.71,6.6,0,1,18,1.586
2010/4/16 16:00,0.4,239.52,9.2,0,0,18,2.096
2010/4/16 17:00,0.058,242.04,5.4,0,0,19,1.33
2010/4/16 18:00,0,242.08,5.8,0,0,19,1.406
2010/4/16 19:00,0,243.99,6,0,0,19,1.474
2010/4/16 20:00,0.168,239.72,11.4,38,1,1,2.732
2010/4/16 21:00,0.132,238.13,2.2,1,1,1,0.484
2010/4/16 22:00,0.062,241.54,1.2,0,0,0,0.27
2010/4/16 23:00,0.088,245.32,1.4,0,0,0,0.366
2010/4/17 0:00,0,244.19,2.6,0,0,1,0.648
2010/4/17 1:00,0.052,240.34,1,0,0,1,0.248
2010/4/17 2:00,0.208,242.43,1.8,0,1,0,0.422
2010/4/17 3:00,0.058,241.85,5.8,0,1,19,1.398
2010/4/17 4:00,0,242.81,1.4,0,0,0,0.334
2010/4/17 5:00,0.082,241.77,1.4,0,0,1,0.348
2010/4/17 6:00,0.052,240.42,1,0,0,0,0.254
2010/4/17 7:00,0.17,242.09,7,0,0,18,1.682
2010/4/17 8:00,0.154,240.74,6.6,0,1,19,1.586
2010/4/17 9:00,0.1,236.37,15.8,0,39,18,3.738
2010/4/17 10:00,0.154,238.07,6.2,0,0,18,1.482
2010/4/17 11:00,0.062,240.87,8.6,0,3,18,2.082
2010/4/17 12:00,0,240.03,2.2,0,1,1,0.484
2010/4/17 13:00,0.212,240.54,3.2,0,1,1,0.732
2010/4/17 14:00,0,241.75,2.4,0,1,0,0.57
2010/4/17 15:00,0.084,241.73,11.4,0,0,19,2.78
2010/4/17 16:00,0.138,240,6.4,0,0,18,1.544
2010/4/17 17:00,0,241.71,5.6,0,0,18,1.376
2010/4/17 18:00,0,241.49,5.8,0,1,18,1.414
2010/4/17 19:00,0.172,241.23,6.2,0,1,18,1.506
2010/4/17 20:00,0,243.54,1.4,0,0,1,0.348
2010/4/17 21:00,0.07,240.56,1.2,0,0,0,0.266
2010/4/17 22:00,0.064,242.61,1.6,0,0,1,0.376
2010/4/17 23:00,0.28,239.78,2.4,0,1,0,0.514
2010/4/18 0:00,0.068,242.25,3.8,0,1,1,0.928
2010/4/18 1:00,0.12,240.22,3.6,0,0,11,0.864
2010/4/18 2:00,0.072,240.92,1.4,0,0,1,0.35
2010/4/18 3:00,0.128,241.29,6,0,0,18,1.466
2010/4/18 4:00,0.058,242.34,1,0,0,1,0.25
2010/4/18 5:00,0.06,241.88,1.4,0,1,0,0.32
2010/4/18 6:00,0.098,240.21,1.6,0,0,0,0.364
2010/4/18 7:00,0,241.67,1.4,0,0,1,0.33
2010/4/18 8:00,0.08,244.53,1.8,0,0,1,0.434
2010/4/18 9:00,0.074,241.97,1.4,0,0,1,0.362
2010/4/18 10:00,0.194,240.76,1.8,0,1,1,0.422
2010/4/18 11:00,0.264,235.79,8,1,1,17,1.9
2010/4/18 12:00,0.08,240.59,6.6,1,0,18,1.6
2010/4/18 13:00,0,240.77,6.2,0,0,18,1.532
2010/4/18 14:00,0.072,240.25,5.4,0,0,18,1.314
2010/4/18 15:00,0.048,240.81,5.8,0,1,19,1.392
2010/4/18 16:00,0.164,240.69,1.8,0,1,1,0.414
2010/4/18 17:00,0.172,240.12,1.8,0,0,1,0.418
2010/4/18 18:00,0,237.33,2.2,0,0,1,0.518
2010/4/18 19:00,0,238.33,6.4,0,0,18,1.562
2010/4/18 20:00,0.26,236.94,9,0,1,28,2.15
2010/4/18 21:00,0.088,240.19,9,0,1,18,2.16
2010/4/18 22:00,0.058,239.43,8.4,0,1,18,2.044
2010/4/18 23:00,0,242.16,2.8,0,0,1,0.698
2010/4/19 0:00,0,241.64,1.4,0,0,1,0.354
2010/4/19 1:00,0.078,243.55,1.4,0,0,1,0.364
2010/4/19 2:00,0.21,245.74,1.8,0,1,1,0.43
2010/4/19 3:00,0.206,244.9,1.8,0,1,1,0.422
2010/4/19 4:00,0.07,241.63,1.4,0,0,1,0.35
2010/4/19 5:00,0.17,240.48,1.8,0,0,0,0.422
2010/4/19 6:00,0.058,242.89,1,0,0,0,0.26
2010/4/19 7:00,0.062,243.8,1.4,0,2,1,0.336
2010/4/19 8:00,0.154,238.97,1.6,0,1,0,0.388
2010/4/19 9:00,0.1,237.45,3.6,0,0,11,0.852
2010/4/19 10:00,0.078,239.99,6.4,0,0,19,1.536
2010/4/19 11:00,0.082,238.02,9.8,0,0,29,2.334
2010/4/19 12:00,0.38,237.47,9,0,1,17,2.1
2010/4/19 13:00,0.18,241.18,6.2,0,1,19,1.494
2010/4/19 14:00,0.278,240.25,6.4,0,1,18,1.55
2010/4/19 15:00,0.054,240.72,5.8,0,0,18,1.428
2010/4/19 16:00,0.058,240.56,5.8,0,0,18,1.428
2010/4/19 17:00,0.166,242.04,6.4,0,0,19,1.562
2010/4/19 18:00,0.302,239.73,17,0,43,18,4.08
2010/4/19 19:00,0.2,242.58,2,0,1,1,0.438
2010/4/19 20:00,0.126,239.91,7.2,1,2,18,1.724
2010/4/19 21:00,0.164,238.64,5.4,1,5,1,1.294
2010/4/19 22:00,0.254,240.01,6.2,0,0,11,1.484
2010/4/19 23:00,0.198,243.64,3.8,0,0,11,0.894
2010/4/20 0:00,0.05,242.34,1,0,0,0,0.248
2010/4/20 1:00,0.178,243.23,1.8,0,1,1,0.404
2010/4/20 2:00,0.068,242.26,1.2,0,1,1,0.316
2010/4/20 3:00,0.072,243.28,1.2,0,1,0,0.316
2010/4/20 4:00,0.054,242.93,1.4,0,0,1,0.326
2010/4/20 5:00,0.052,240.96,1,0,0,1,0.244
2010/4/20 6:00,0.074,239.33,1.4,0,0,1,0.356
2010/4/20 7:00,0.184,240.32,12,0,1,19,2.81
2010/4/20 8:00,0.282,238.59,6.4,0,1,19,1.522
2010/4/20 9:00,0.058,236.71,5.6,0,0,18,1.366
2010/4/20 10:00,0.066,241.53,7.4,0,0,19,1.818
2010/4/20 11:00,0,239,6.2,0,0,18,1.522
2010/4/20 12:00,0,240.95,6,0,1,18,1.456
2010/4/20 13:00,0.216,241.93,7.4,0,1,19,1.778
2010/4/20 14:00,0.058,241.92,7,0,0,18,1.72
2010/4/20 15:00,0.056,241.74,5.8,0,0,18,1.412
2010/4/20 16:00,0.06,242.77,5.6,0,0,19,1.362
2010/4/20 17:00,0.114,240.59,6,0,0,19,1.458
2010/4/20 18:00,0.17,239.53,6.2,0,1,18,1.512
2010/4/20 19:00,0.32,241.65,4.2,0,2,0,0.982
2010/4/20 20:00,0.082,240.64,6.8,0,0,18,1.676
2010/4/20 21:00,0.128,235.63,18.8,37,0,18,4.444
2010/4/20 22:00,0.052,238.28,5.8,0,0,1,1.406
2010/4/20 23:00,0.338,240.47,2.8,0,2,0,0.608
2010/4/21 0:00,0.284,241.94,4,0,1,11,0.95
2010/4/21 1:00,0,241.26,5.4,0,0,18,1.326
2010/4/21 2:00,0.082,244.8,1.4,0,0,1,0.328
2010/4/21 3:00,0.112,243.9,1.6,0,0,1,0.36
2010/4/21 4:00,0.108,242.84,1.4,0,0,0,0.35
2010/4/21 5:00,0.19,240.78,1.8,0,2,0,0.394
2010/4/21 6:00,0.088,241.2,1.4,0,1,0,0.324
2010/4/21 7:00,0,243.98,1.4,0,0,1,0.364
2010/4/21 8:00,0.186,239.8,6.4,0,0,18,1.56
2010/4/21 9:00,0.088,241.94,7.2,0,0,18,1.776
2010/4/21 10:00,0.264,241.29,9,0,1,29,2.188
2010/4/21 11:00,0.176,238.16,7.4,0,2,18,1.774
2010/4/21 12:00,0.086,243.7,6.2,0,0,19,1.504
2010/4/21 13:00,0.054,241.49,5.6,0,0,19,1.376
2010/4/21 14:00,0.054,240.42,5.6,0,0,18,1.348
2010/4/21 15:00,0.238,241.13,6.6,0,1,18,1.586
2010/4/21 16:00,0.054,240.86,1.4,0,1,1,0.354
2010/4/21 17:00,0.048,243.44,1.4,0,0,1,0.314
2010/4/21 18:00,0,241.85,5.6,0,0,19,1.396
2010/4/21 19:00,0.09,244.34,1.4,0,0,0,0.356
2010/4/21 20:00,0.074,241.18,2.8,0,0,0,0.672
2010/4/21 21:00,0.228,239.07,7.4,0,1,1,1.764
2010/4/21 22:00,0.096,241.44,6.6,0,1,1,1.578
2010/4/21 23:00,0.05,243.86,6.2,0,0,1,1.524
2010/4/22 0:00,0,242.21,4.2,0,0,1,1.01
2010/4/22 1:00,0.058,241.74,1.4,0,0,1,0.324
2010/4/22 2:00,0.084,242.34,1.4,0,1,0,0.352
2010/4/22 3:00,0.22,242.42,2,0,1,0,0.448
2010/4/22 4:00,0.196,241.41,2,0,0,1,0.444
2010/4/22 5:00,0.052,240.11,5.6,0,0,19,1.338
2010/4/22 6:00,0,239.68,1.2,0,0,1,0.278
2010/4/22 7:00,0.394,241.16,4.6,0,1,9,1.02
2010/4/22 8:00,0.222,243.17,2,0,1,0,0.442
2010/4/22 9:00,0.054,241.42,6.8,0,0,19,1.67
2010/4/22 10:00,0,240.52,7.6,0,0,18,1.832
2010/4/22 11:00,0.246,239.2,9,0,0,18,2.138
2010/4/22 12:00,0.26,240.12,6.8,0,2,18,1.606
2010/4/22 13:00,0.222,241.44,6.6,1,1,19,1.582
2010/4/22 14:00,0.156,237.75,15.4,37,1,18,3.67
2010/4/22 15:00,0,241.93,5.6,0,0,18,1.356
2010/4/22 16:00,0.09,241.75,6,0,0,18,1.446
2010/4/22 17:00,0.064,242.78,5.8,0,0,19,1.434
2010/4/22 18:00,0.244,243.27,2,0,1,0,0.434
2010/4/22 19:00,0.158,241.86,2.4,0,1,1,0.554
2010/4/22 20:00,0.046,239.07,1,0,0,1,0.244
2010/4/22 21:00,0,237.85,7.8,0,0,18,1.88
2010/4/22 22:00,0,239.61,1,0,0,0,0.238
2010/4/22 23:00,0.078,240.82,1.4,0,1,0,0.318
2010/4/23 0:00,0.282,241.79,2.2,0,1,0,0.47
2010/4/23 1:00,0.086,238.92,1.4,0,0,0,0.332
2010/4/23 2:00,0.132,243.07,1.6,0,0,0,0.368
2010/4/23 3:00,0.064,242.26,1.2,0,0,1,0.316
2010/4/23 4:00,0,242.85,1.4,0,0,1,0.31
2010/4/23 5:00,0.078,240.66,1.2,0,1,0,0.308
2010/4/23 6:00,0.158,244.52,1.8,0,0,0,0.41
2010/4/23 7:00,0.094,242.68,2.6,0,0,0,0.628
2010/4/23 8:00,0.078,240.5,7,0,0,19,1.688
2010/4/23 9:00,0.37,240.86,8.8,0,0,29,2.098
2010/4/23 10:00,0.084,241.05,6.4,0,1,18,1.558
2010/4/23 11:00,0.1,240.46,5.6,0,1,19,1.384
2010/4/23 12:00,0.07,239.17,5.6,0,0,18,1.372
2010/4/23 13:00,0,238.45,7.2,0,0,22,1.724
2010/4/23 14:00,0,240.99,5.4,0,0,19,1.322
2010/4/23 15:00,0.236,243.03,6.2,0,1,19,1.526
2010/4/23 16:00,0.36,243.95,2.4,0,1,1,0.49
2010/4/23 17:00,0.116,241.86,1.4,0,0,0,0.342
2010/4/23 18:00,0.12,243.03,1.4,0,0,1,0.342
2010/4/23 19:00,0.154,240.58,1.8,0,0,0,0.388
2010/4/23 20:00,0,244.32,5.6,0,0,19,1.38
2010/4/23 21:00,0.098,240.95,1.4,0,1,0,0.318
2010/4/23 22:00,0.096,240.58,1.4,0,1,1,0.312
2010/4/23 23:00,0.09,243.82,1.4,0,0,0,0.318
2010/4/24 0:00,0,242.22,1,0,0,0,0.244
2010/4/24 1:00,0,243.21,1,0,0,1,0.248
2010/4/24 2:00,0.194,244.34,1.8,0,2,0,0.4
2010/4/24 3:00,0.254,245.43,2,0,1,0,0.422
2010/4/24 4:00,0.128,245.3,1.4,0,0,1,0.35
2010/4/24 5:00,0.12,243.24,1.4,0,0,1,0.342
2010/4/24 6:00,0.092,244.18,1.4,0,0,0,0.33
2010/4/24 7:00,0.108,244.08,1.4,0,1,0,0.328
2010/4/24 8:00,0.098,240.64,1.2,0,1,1,0.31
2010/4/24 9:00,0,242.81,1,0,0,0,0.246
2010/4/24 10:00,0.078,239.59,1.2,0,0,1,0.308
2010/4/24 11:00,0.046,241.9,1.4,0,0,1,0.308
2010/4/24 12:00,0.446,242.08,4.6,0,2,11,1.052
2010/4/24 13:00,0.31,241.29,2.6,0,1,0,0.558
2010/4/24 14:00,0.2,243.27,2.8,0,1,1,0.67
2010/4/24 15:00,0.066,243.27,2.2,0,1,1,0.53
2010/4/24 16:00,0.206,242.48,6.4,0,1,19,1.554
2010/4/24 17:00,0.338,239.88,2.4,0,2,1,0.512
2010/4/24 18:00,0.554,238.24,11.4,13,1,18,2.54
2010/4/24 19:00,0.362,236.91,12,24,1,12,2.662
2010/4/24 20:00,0.316,238.29,6.6,0,1,18,1.544
2010/4/24 21:00,0.282,237.89,6.8,0,1,18,1.628
2010/4/24 22:00,0.51,237.34,11,4,1,18,2.542
2010/4/24 23:00,0.512,242.34,7.6,0,2,1,1.764
2010/4/25 0:00,0.246,241.71,6.8,0,1,1,1.632
2010/4/25 1:00,0.258,243.01,5.8,0,1,1,1.418
2010/4/25 2:00,0.418,241.34,11.8,0,1,19,2.842
2010/4/25 3:00,0.39,242.65,7.4,0,1,1,1.746
2010/4/25 4:00,0.174,243.44,5.2,0,1,0,1.272
2010/4/25 5:00,0.066,240.78,10.6,0,1,18,2.552
2010/4/25 6:00,0.354,239.25,8.8,0,1,29,2.078
2010/4/25 7:00,0.234,242.42,2,0,1,0,0.422
2010/4/25 8:00,0.224,240.47,1.8,0,1,1,0.4
2010/4/25 9:00,0.184,238.07,1.6,0,1,1,0.372
2010/4/25 10:00,0.084,239.9,1.4,0,1,1,0.318
2010/4/25 11:00,0.244,236.51,4.8,0,4,1,1.1
2010/4/25 12:00,0.164,233.97,8,0,0,18,1.9
2010/4/25 13:00,0,237.55,8.8,0,3,18,2.098
2010/4/25 14:00,0.048,239.04,7.4,0,0,19,1.804
2010/4/25 15:00,0.056,240.52,1.8,0,0,1,0.436
2010/4/25 16:00,0.06,241.72,1.2,0,0,0,0.308
2010/4/25 17:00,0.056,240.11,1.4,0,0,1,0.332
2010/4/25 18:00,0.078,239.01,1.4,0,0,1,0.324
2010/4/25 19:00,0.104,242.46,1.4,0,1,1,0.338
2010/4/25 20:00,0.104,241.97,1.4,0,1,1,0.328
2010/4/25 21:00,0.084,241.51,1.4,0,0,1,0.334
2010/4/25 22:00,0,240.68,1,0,0,1,0.256
2010/4/25 23:00,0,243.9,1,0,0,1,0.258
2010/4/26 0:00,0.116,245.35,1.4,0,1,0,0.336
2010/4/26 1:00,0.086,241.9,1.4,0,0,0,0.324
2010/4/26 2:00,0,241.22,1,0,0,1,0.254
2010/4/26 3:00,0,244.1,1,0,0,0,0.26
2010/4/26 4:00,0.212,242.13,1.8,0,2,0,0.41
2010/4/26 5:00,0.098,240.5,1.4,0,1,1,0.322
2010/4/26 6:00,0,240.1,1.4,0,0,1,0.302
2010/4/26 7:00,0.11,240.46,1.6,0,0,1,0.36
2010/4/26 8:00,0.232,244.2,2,0,0,1,0.44
2010/4/26 9:00,0.234,240.69,2,0,1,1,0.424
2010/4/26 10:00,0.116,240.78,1.4,0,0,1,0.342
2010/4/26 11:00,0.218,242.32,2.2,0,0,0,0.474
2010/4/26 12:00,0.118,241.85,1.6,0,0,1,0.364
2010/4/26 13:00,0.238,242.42,2,0,1,1,0.418
2010/4/26 14:00,0.114,241.66,1.4,0,0,0,0.34
2010/4/26 15:00,0,240.5,10.8,38,0,1,2.604
2010/4/26 16:00,0.09,239.94,3.6,1,0,1,0.882
2010/4/26 17:00,0.1,241.23,1.4,0,1,1,0.312
2010/4/26 18:00,0.11,240.27,1.4,0,0,1,0.34
2010/4/26 19:00,0.37,238.47,8.8,0,0,29,2.084
2010/4/26 20:00,0.068,240.88,5.6,0,0,18,1.386
2010/4/26 21:00,0.08,238.32,5.6,0,1,18,1.358
2010/4/26 22:00,0,240.31,5.4,0,0,18,1.31
2010/4/26 23:00,0.062,239.81,5.6,0,0,1,1.336
2010/4/27 0:00,0,242.51,3,0,0,0,0.754
2010/4/27 1:00,0.228,241.21,3.8,0,1,1,0.898
2010/4/27 2:00,0.204,240.19,3.8,0,0,1,0.888
2010/4/27 3:00,0.108,242.13,3.4,0,0,1,0.822
2010/4/27 4:00,0,242.21,3,0,0,0,0.728
2010/4/27 5:00,0.092,240.95,3.2,0,1,1,0.79
2010/4/27 6:00,0.072,240.38,3.2,0,0,1,0.796
2010/4/27 7:00,0,243.16,3.2,0,0,1,0.764
2010/4/27 8:00,0.222,241.4,4.6,0,2,1,1.116
2010/4/27 9:00,0.938,240.36,12,0,1,19,2.622
2010/4/27 10:00,0.05,240.66,6,0,0,18,1.444
2010/4/27 11:00,0.132,240.93,8.6,0,0,29,2.082
2010/4/27 12:00,0.1,242.01,5.8,0,2,19,1.434
2010/4/27 13:00,0.204,241.73,6.2,0,1,19,1.494
2010/4/27 14:00,0,243.23,2,0,0,0,0.514
2010/4/27 15:00,0,242.85,2,0,0,0,0.502
2010/4/27 16:00,0.338,243.9,2.4,0,2,1,0.496
2010/4/27 17:00,0,244.24,1.2,0,0,1,0.276
2010/4/27 18:00,0,242.2,1,0,0,0,0.24
2010/4/27 19:00,0,241.52,1,0,0,1,0.242
2010/4/27 20:00,0.4,243.35,4.4,0,1,10,1
2010/4/27 21:00,0.094,241.68,1.4,0,1,0,0.336
2010/4/27 22:00,0.096,242.63,1.4,0,0,1,0.346
2010/4/27 23:00,0.198,244.27,6.2,0,0,19,1.524
2010/4/28 0:00,0.234,245.43,2,0,2,1,0.424
2010/4/28 1:00,0,244.73,1,0,0,1,0.244
2010/4/28 2:00,0,241.56,1,0,0,0,0.238
2010/4/28 3:00,0.066,242.22,1.2,0,0,1,0.31
2010/4/28 4:00,0.108,243.17,1.8,0,1,1,0.382
2010/4/28 5:00,0.092,241.92,1.4,0,0,1,0.35
2010/4/28 6:00,0.198,241.49,1.8,0,0,0,0.42
2010/4/28 7:00,0.09,241.08,1.4,0,0,1,0.332
2010/4/28 8:00,0.196,242.64,1.8,0,1,0,0.394
2010/4/28 9:00,0.138,239.73,3.6,0,0,11,0.874
2010/4/28 10:00,0.048,240.1,5.6,0,0,18,1.368
2010/4/28 11:00,0.048,243.59,5.4,0,0,19,1.338
2010/4/28 12:00,0.082,242.6,1.2,0,1,1,0.316
2010/4/28 13:00,0.066,243.18,1.4,0,0,1,0.322
2010/4/28 14:00,0.254,241.96,3.6,0,0,8,0.82
2010/4/28 15:00,0.098,243.44,1.4,0,0,0,0.34
2010/4/28 16:00,0.268,243.55,2.2,0,2,1,0.46
2010/4/28 17:00,0.322,242.12,2.2,0,1,1,0.47
2010/4/28 18:00,0.052,242.84,1.4,0,0,1,0.308
2010/4/28 19:00,0.102,243.49,2.2,0,0,1,0.466
2010/4/28 20:00,0.1,242.49,6.6,0,0,19,1.578
2010/4/28 21:00,0.33,241.06,8.8,0,1,19,2.106
2010/4/28 22:00,0.194,241.97,2,0,0,1,0.452
2010/4/28 23:00,0.156,243.76,1.8,0,0,0,0.396
2010/4/29 0:00,0.08,241.14,2,0,0,1,0.51
2010/4/29 1:00,0.12,242.03,3.2,0,2,0,0.774
2010/4/29 2:00,0.166,241.51,3,0,1,1,0.73
2010/4/29 3:00,0.058,241.38,2.4,0,0,1,0.598
2010/4/29 4:00,0.056,242.56,2.4,0,0,1,0.6
2010/4/29 5:00,0.17,242.3,3,0,2,1,0.75
2010/4/29 6:00,0.21,243.55,2,0,1,1,0.446
2010/4/29 7:00,0.076,240.38,5.8,0,0,18,1.402
2010/4/29 8:00,0.176,239.47,6,0,0,18,1.458
2010/4/29 9:00,0.074,240.46,7,0,0,18,1.686
2010/4/29 10:00,0.066,240.52,5.6,0,2,19,1.374
2010/4/29 11:00,0.056,240.08,1.2,0,0,1,0.312
2010/4/29 12:00,0,242.71,1,0,0,0,0.24
2010/4/29 13:00,0,243.69,1,0,0,1,0.242
2010/4/29 14:00,0.08,242.59,1.2,0,1,1,0.312
2010/4/29 15:00,0.316,241.71,2.2,0,1,0,0.478
2010/4/29 16:00,0.096,243.65,1.4,0,0,1,0.34
2010/4/29 17:00,0.098,244.25,1.4,0,0,1,0.34
2010/4/29 18:00,0.152,244.56,3.4,0,0,1,0.818
2010/4/29 19:00,0.168,240.66,7.2,4,1,18,1.702
2010/4/29 20:00,0.194,244.08,1.8,0,2,0,0.384
2010/4/29 21:00,0,242.84,1,0,0,1,0.244
2010/4/29 22:00,0,243,1,0,0,1,0.244
2010/4/29 23:00,0.074,246.3,1.2,0,0,1,0.324
2010/4/30 0:00,0.092,245.45,1.2,0,1,1,0.318
2010/4/30 1:00,0.084,242.57,1.2,0,1,0,0.31
2010/4/30 2:00,0.2,242.26,1.8,0,0,1,0.424
2010/4/30 3:00,0.09,240.51,1.4,0,0,1,0.336
2010/4/30 4:00,0.212,240.61,1.8,0,1,1,0.416
2010/4/30 5:00,0.19,237.89,6,0,1,18,1.438
2010/4/30 6:00,0.07,243.87,1.2,0,0,1,0.314
2010/4/30 7:00,0,244.36,1,0,0,1,0.244
2010/4/30 8:00,0.144,240.48,3.6,0,0,12,0.892
2010/4/30 9:00,0.174,238.51,1.8,0,1,1,0.386
2010/4/30 10:00,0.048,241.22,6.8,0,0,19,1.65
2010/4/30 11:00,0.198,242.86,2.8,0,0,1,0.686
2010/4/30 12:00,0.09,241.34,2.4,0,0,1,0.604
2010/4/30 13:00,0.25,240.81,3.2,0,1,4,0.648
2010/4/30 14:00,1.008,238.02,8.6,1,1,0,1.654
2010/4/30 15:00,0.182,240.45,6,0,0,18,1.466
2010/4/30 16:00,0.06,243.5,1.2,0,0,1,0.312
2010/4/30 17:00,0.128,242.54,6.4,0,0,19,1.568
2010/4/30 18:00,0.24,242.41,6.8,0,1,19,1.638
2010/4/30 19:00,0.198,244.26,1.6,0,1,1,0.382
2010/4/30 20:00,0,245.09,1,0,0,1,0.248
2010/4/30 21:00,0,239.17,1,0,0,1,0.238
2010/4/30 22:00,0.108,241.37,1.6,0,0,1,0.358
2010/4/30 23:00,0.226,243.13,1.8,0,1,1,0.42
2010/5/1 0:00,0.108,244.67,1.4,0,0,1,0.344
2010/5/1 1:00,0.206,242.9,1.8,0,0,1,0.414
2010/5/1 2:00,0.082,239.41,5.8,0,0,18,1.39
2010/5/1 3:00,0.104,240.98,1.4,0,2,0,0.322
2010/5/1 4:00,0,241.94,1.4,0,0,1,0.302
2010/5/1 5:00,0,241.2,1,0,0,0,0.238
2010/5/1 6:00,0,240.77,1,0,0,0,0.242
2010/5/1 7:00,0.08,239.76,1.2,0,1,1,0.306
2010/5/1 8:00,0.182,239.08,1.6,0,1,0,0.37
2010/5/1 9:00,0.102,242.83,1.4,0,0,0,0.35
2010/5/1 10:00,0.104,243.19,1.4,0,0,0,0.342
2010/5/1 11:00,0.372,237.03,14.8,24,0,18,3.238
2010/5/1 12:00,0.216,239.02,6.2,0,2,18,1.47
2010/5/1 13:00,0.046,244.1,2.4,0,2,0,0.588
2010/5/1 14:00,0.08,241.38,2.2,0,0,0,0.546
